product_id,product_name,tags,category_name,description
88,Nike Air Jordan 1 Red And Black,"[""footwear"", ""athletic shoes""]",Mens shoes,"The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes."
89,Nike Baseball Cleats,"[""footwear"", ""sports cleats""]",Mens shoes,Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.
90,Puma Future Rider Trainers,"[""footwear"", ""casual shoes""]",Mens shoes,"The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use."
91,Sports Sneakers Off White & Red,"[""footwear"", ""athletic shoes""]",Mens shoes,"The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch."
92,Sports Sneakers Off White Red,"[""footwear"", ""casual shoes""]",Mens shoes,"Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions."
93,Brown Leather Belt Watch,"[""watches"", ""leather watches""]",Mens watches,"The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look."
94,Longines Master Collection,"[""watches"", ""luxury watches""]",Mens watches,"The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication."
95,Rolex Cellini Date Black Dial,"[""watches"", ""luxury watches""]",Mens watches,"The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage."
96,Rolex Cellini Moonphase,"[""watches"", ""luxury watches""]",Mens watches,"The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance."
97,Rolex Datejust,"[""watches"", ""luxury watches""]",Mens watches,"The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence."
98,Rolex Submariner Watch,"[""watches"", ""luxury watches""]",Mens watches,"The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration."
99,Amazon Echo Plus,"[""electronics"", ""smart speakers""]",Mobile accessories,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.
100,Apple Airpods,"[""electronics"", ""wireless earphones""]",Mobile accessories,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening."
101,Apple AirPods Max Silver,"[""electronics"", ""over-ear headphones""]",Mobile accessories,"The Apple AirPods Max in Silver are premium over-ear headphones with high-fidelity audio, adaptive EQ, and active noise cancellation. Experience immersive sound in style."
102,Apple Airpower Wireless Charger,"[""electronics"", ""wireless chargers""]",Mobile accessories,The Apple AirPower Wireless Charger provides a convenient way to charge your compatible Apple devices wirelessly. Simply place your devices on the charging mat for effortless charging.
103,Apple HomePod Mini Cosmic Grey,"[""electronics"", ""smart speakers""]",Mobile accessories,The Apple HomePod Mini in Cosmic Grey is a compact smart speaker that delivers impressive audio and integrates seamlessly with the Apple ecosystem for a smart home experience.
104,Apple iPhone Charger,"[""electronics"", ""chargers""]",Mobile accessories,The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.
105,Apple MagSafe Battery Pack,"[""electronics"", ""power banks""]",Mobile accessories,The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.
106,Apple Watch Series 4 Gold,"[""electronics"", ""smartwatches""]",Mobile accessories,"The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display."
107,Beats Flex Wireless Earphones,"[""electronics"", ""wireless earphones""]",Mobile accessories,"The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use."
108,iPhone 12 Silicone Case with MagSafe Plum,"[""electronics"", ""phone accessories""]",Mobile accessories,The iPhone 12 Silicone Case with MagSafe in Plum is a stylish and protective case designed for the iPhone 12. It features MagSafe technology for easy attachment of accessories.
109,Monopod,"[""electronics"", ""camera accessories""]",Mobile accessories,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease."
110,Selfie Lamp with iPhone,"[""electronics"", ""selfie accessories""]",Mobile accessories,The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.
111,Selfie Stick Monopod,"[""electronics"", ""selfie accessories""]",Mobile accessories,The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.
112,TV Studio Camera Pedestal,"[""electronics"", ""camera accessories""]",Mobile accessories,The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.
113,Generic Motorcycle,"[""motorcycles""]",Motorcycle,"The Generic Motorcycle is a versatile and reliable bike suitable for various riding preferences. With a balanced design, it provides a comfortable and efficient riding experience."
114,Kawasaki Z800,"[""motorcycles"", ""sportbikes""]",Motorcycle,"The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts."
115,MotoGP CI.H1,"[""motorcycles"", ""sportbikes""]",Motorcycle,The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.
116,Scooter Motorcycle,"[""motorcycles"", ""scooters""]",Motorcycle,The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.
117,Sportbike Motorcycle,"[""motorcycles"", ""sportbikes""]",Motorcycle,"The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience."
118,Attitude Super Leaves Hand Soap,"[""personal care"", ""hand soap""]",Skin care,"Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft."
119,Olay Ultra Moisture Shea Butter Body Wash,"[""personal care"", ""body wash""]",Skin care,Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.
120,Vaseline Men Body and Face Lotion,"[""personal care"", ""body lotion""]",Skin care,"Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy."
121,iPhone 5s,"[""smartphones"", ""apple""]",Smartphones,"The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience."
122,iPhone 6,"[""smartphones"", ""apple""]",Smartphones,"The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time."
123,iPhone 13 Pro,"[""smartphones"", ""apple""]",Smartphones,"The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology."
124,iPhone X,"[""smartphones"", ""apple""]",Smartphones,"The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation."
125,Oppo A57,"[""smartphones"", ""oppo""]",Smartphones,"The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice."
126,Oppo F19 Pro Plus,"[""smartphones"", ""oppo""]",Smartphones,The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.
127,Oppo K1,"[""smartphones"", ""oppo""]",Smartphones,"The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences."
128,Realme C35,"[""smartphones"", ""realme""]",Smartphones,The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.
129,Realme X,"[""smartphones"", ""realme""]",Smartphones,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.
130,Realme XT,"[""smartphones"", ""realme""]",Smartphones,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts."
131,Samsung Galaxy S7,"[""smartphones"", ""samsung galaxy""]",Smartphones,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance."
132,Samsung Galaxy S8,"[""smartphones"", ""samsung galaxy""]",Smartphones,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology."
133,Samsung Galaxy S10,"[""smartphones"", ""samsung galaxy""]",Smartphones,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology."
134,Vivo S1,"[""smartphones"", ""vivo""]",Smartphones,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality."
135,Vivo V9,"[""smartphones"", ""vivo""]",Smartphones,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design."
136,Vivo X21,"[""smartphones"", ""vivo""]",Smartphones,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities."
137,American Football,"[""sports equipment"", ""american football""]",Sports accessories,"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport."
138,Baseball Ball,"[""sports equipment"", ""baseball""]",Sports accessories,"The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball."
139,Baseball Glove,"[""sports equipment"", ""baseball""]",Sports accessories,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game."
140,Basketball,"[""sports equipment"", ""basketball""]",Sports accessories,"The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play."
141,Basketball Rim,"[""sports equipment"", ""basketball""]",Sports accessories,The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.
142,Cricket Ball,"[""sports equipment"", ""cricket""]",Sports accessories,"The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play."
143,Cricket Bat,"[""sports equipment"", ""cricket""]",Sports accessories,The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.
144,Cricket Helmet,"[""sports equipment"", ""cricket""]",Sports accessories,"The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers."
145,Cricket Wicket,"[""sports equipment"", ""cricket""]",Sports accessories,"The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs."
146,Feather Shuttlecock,"[""sports equipment"", ""badminton""]",Sports accessories,"The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches."
147,Football,"[""sports equipment"", ""football""]",Sports accessories,"The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game."
148,Golf Ball,"[""sports equipment"", ""golf""]",Sports accessories,"The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club."
149,Iron Golf,"[""sports equipment"", ""golf""]",Sports accessories,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques."
150,Metal Baseball Bat,"[""sports equipment"", ""baseball""]",Sports accessories,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.
151,Tennis Ball,"[""sports equipment"", ""tennis""]",Sports accessories,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.
152,Tennis Racket,"[""sports equipment"", ""tennis""]",Sports accessories,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball."
153,Volleyball,"[""sports equipment"", ""volleyball""]",Sports accessories,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches."
154,Black Sun Glasses,"[""eyewear"", ""sunglasses""]",Sunglasses,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look."
155,Classic Sun Glasses,"[""eyewear"", ""sunglasses""]",Sunglasses,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.
156,Green and Black Glasses,"[""eyewear"", ""sunglasses""]",Sunglasses,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching."
